Release_date=2017-03-01
Gene	Domaine	Start	End	Accession
E2F2_CCDS236.1	E2F_TDP	131	194	PF02319.19
E2F2_CCDS236.1	E2F_CC-MB	210	304	PF16421.4
ID3_CCDS237.1	HLH	42	81	PF00010.25
RPL11_CCDS238.1	Ribosomal_L5	10	63	PF00281.18
RPL11_CCDS238.1	Ribosomal_L5_C	67	165	PF00673.20
TCEB3_CCDS239.2	Elongin_A	594	689	PF06881.10
TCEB3_CCDS239.2	Med26	54	102	PF08711.10
PITHD1_CCDS240.1	PITH	31	175	PF06201.12
LYPLA2_CCDS241.1	Abhydrolase_2	13	227	PF02230.15
GALE_CCDS242.1	GDP_Man_Dehyd	6	332	PF16363.4
HMGCL_CCDS243.1	HMGL-like	32	306	PF00682.18
FUCA1_CCDS244.2	Alpha_L_fucos	30	367	PF01120.16
FUCA1_CCDS244.2	Fucosidase_C	378	463	PF16757.4
CNR2_CCDS245.1	7tm_1	50	299	PF00001.20
PNRC2_CCDS246.1	PNRC	93	111	PF15365.5
IL22RA1_CCDS247.1	Interfer-bind	119	197	PF09294.9
IL22RA1_CCDS247.1	Tissue_fac	5	106	PF01108.16
IFNLR1_CCDS248.1	Tissue_fac	10	111	PF01108.16
IFNLR1_CCDS249.1	Tissue_fac	10	111	PF01108.16
IFNLR1_CCDS250.1	Tissue_fac	10	111	PF01108.16
GRHL3_CCDS251.1	CP2	231	424	PF04516.14
GRHL3_CCDS252.2	CP2	226	419	PF04516.14
STPG1_CCDS253.1	SHIPPO-rpt	140	158	PF07004.11
STPG1_CCDS253.1	SHIPPO-rpt	178	195	PF07004.11
STPG1_CCDS253.1	SHIPPO-rpt	220	236	PF07004.11
STPG1_CCDS253.1	SHIPPO-rpt	259	269	PF07004.11
RCAN3_CCDS254.1	Calcipressin	57	225	PF04847.11
SRRM1_CCDS255.1	PWI	46	115	PF01480.16
CLIC4_CCDS256.1	GST_C_2	135	221	PF13410.5
RUNX3_CCDS257.1	Runt	56	183	PF00853.18
RUNX3_CCDS257.1	RunxI	316	415	PF08504.10
SYF2_CCDS258.1	SYF2	49	196	PF08231.11
SYF2_CCDS259.1	SYF2	91	238	PF08231.11
RSRP1_CCDS260.1	RSRP	1	290	PF17069.4
RHD_CCDS262.1	Ammonium_transp	20	392	PF00909.20
TMEM50A_CCDS264.1	UPF0220	9	156	PF05255.10
MAN1C1_CCDS265.1	Glyco_hydro_47	181	616	PF01532.19
AUNIP_CCDS266.1	AIB	26	350	PF15334.5
PAQR7_CCDS267.1	HlyIII	66	289	PF03006.19
STMN1_CCDS269.1	Stathmin	5	140	PF00836.18
PAFAH2_CCDS270.1	PAF-AH_p_II	1	381	PF03403.12
EXTL1_CCDS271.1	Glyco_transf_64	419	659	PF09258.9
EXTL1_CCDS271.1	Exostosin	95	333	PF03016.14
SLC30A2_CCDS272.1	Cation_efflux	90	229	PF01545.20
PDIK1L_CCDS274.1	Pkinase	8	324	PF00069.24
ZNF593_CCDS275.2	zf-C2H2_jaz	61	86	PF12171.7
CNKSR1_CCDS276.1	PH	398	494	PF00169.28
CNKSR1_CCDS276.1	SAM_1	6	67	PF00536.29
CNKSR1_CCDS276.1	CRIC_ras_sig	78	160	PF10534.8
LIN28A_CCDS280.1	zf-CCHC	138	153	PF00098.22
LIN28A_CCDS280.1	CSD	42	111	PF00313.21
DHDDS_CCDS281.1	Prenyltransf	32	251	PF01255.18
DHDDS_CCDS282.1	Prenyltransf	32	251	PF01255.18
HMGN2_CCDS283.1	HMG14_17	1	89	PF01101.17
RPS6KA1_CCDS284.1	Pkinase	62	320	PF00069.24
RPS6KA1_CCDS284.1	Pkinase	418	675	PF00069.24
RPS6KA1_CCDS284.1	Pkinase_C	342	381	PF00433.23
PIGV_CCDS287.1	Mannosyl_trans2	8	493	PF04188.12
SFN_CCDS288.1	14-3-3	9	231	PF00244.19
GPN2_CCDS289.1	ATP_bind_1	14	260	PF03029.16
GPATCH3_CCDS290.1	G-patch	410	455	PF01585.22
NR0B2_CCDS291.1	Hormone_recep	63	227	PF00104.29
NUDC_CCDS292.1	CS	170	247	PF04969.15
NUDC_CCDS292.1	NuDC	96	156	PF16273.4
NUDC_CCDS292.1	Nudc_N	9	59	PF14050.5
KDF1_CCDS293.1	DUF4656	35	398	PF15551.5
FAM46B_CCDS294.2	NTP_transf_7	52	372	PF07984.11
SLC9A1_CCDS295.1	NEXCaM_BD	600	700	PF16644.4
SLC9A1_CCDS295.1	Na_H_Exchanger	106	503	PF00999.20
WDTC1_CCDS296.1	WD40	42	75	PF00400.31
WDTC1_CCDS296.1	WD40	528	564	PF00400.31
WDTC1_CCDS296.1	WD40	570	607	PF00400.31
TMEM222_CCDS297.2	DUF778	61	111	PF05608.11
TMEM222_CCDS297.2	DUF778	119	178	PF05608.11
SYTL1_CCDS298.1	C2	270	367	PF00168.29
SYTL1_CCDS298.1	C2	410	509	PF00168.29
MAP3K6_CCDS299.1	Pkinase	653	906	PF00069.24
MAP3K6_CCDS299.1	DUF4071	129	507	PF13281.5
FCN3_CCDS300.1	Fibrinogen_C	90	299	PF00147.17
FCN3_CCDS301.1	Fibrinogen_C	79	288	PF00147.17
CD164L2_CCDS302.1	MGC-24	54	173	PF05283.10
GPR3_CCDS303.1	7tm_1	57	297	PF00001.20
WASF2_CCDS304.1	WH2	434	459	PF02205.19
FGR_CCDS305.1	Pkinase_Tyr	263	512	PF07714.16
FGR_CCDS305.1	SH3_1	83	130	PF00018.27
FGR_CCDS305.1	SH2	144	226	PF00017.23
IFI6_CCDS306.1	Ifi-6-16	52	115	PF06140.12
IFI6_CCDS307.1	Ifi-6-16	56	119	PF06140.12
IFI6_CCDS308.1	Ifi-6-16	60	123	PF06140.12
FAM76A_CCDS309.1	FAM76	4	297	PF16046.4
STX12_CCDS310.1	Syntaxin_2	30	131	PF14523.5
STX12_CCDS310.1	SNARE	215	265	PF05739.18
PPP1R8_CCDS311.1	FHA	49	118	PF00498.25
RPA2_CCDS314.1	RPA_C	166	262	PF08784.10
XKR8_CCDS315.1	XK-related	16	343	PF09815.8
PTAFR_CCDS318.1	7tm_1	33	293	PF00001.20
ATPIF1_CCDS319.1	IATP	35	94	PF04568.11
ATPIF1_CCDS320.1	IATP	35	62	PF04568.11
SESN2_CCDS321.1	PA26	44	479	PF04636.12
MED18_CCDS322.1	Med18	19	205	PF09637.9
RCC1_CCDS323.1	RCC1	35	82	PF00415.17
RCC1_CCDS323.1	RCC1	85	134	PF00415.17
RCC1_CCDS323.1	RCC1	137	187	PF00415.17
RCC1_CCDS323.1	RCC1	190	255	PF00415.17
RCC1_CCDS323.1	RCC1	258	309	PF00415.17
RCC1_CCDS323.1	RCC1	312	355	PF00415.17
RCC1_CCDS323.1	RCC1	363	414	PF00415.17
TRNAU1AP_CCDS324.1	RRM_1	5	73	PF00076.21
TRNAU1AP_CCDS324.1	RRM_1	98	161	PF00076.21
RAB42_CCDS325.1	Ras	6	65	PF00071.21
TAF12_CCDS326.1	TFIID_20kDa	59	126	PF03847.12
GMEB1_CCDS327.1	SAND	92	164	PF01342.20
GMEB1_CCDS328.1	SAND	82	154	PF01342.20
OPRD1_CCDS329.1	7tm_1	66	318	PF00001.20
EPB41_CCDS330.1	FA	464	507	PF08736.10
EPB41_CCDS330.1	4_1_CTD	664	771	PF05902.12
EPB41_CCDS330.1	SAB	580	626	PF04382.12
EPB41_CCDS330.1	FERM_C	372	456	PF09380.9
EPB41_CCDS330.1	FERM_M	258	366	PF00373.17
EPB41_CCDS331.1	FERM_N	5	66	PF09379.9
EPB41_CCDS331.1	FA	290	333	PF08736.10
EPB41_CCDS331.1	4_1_CTD	529	584	PF05902.12
EPB41_CCDS331.1	SAB	425	473	PF04382.12
EPB41_CCDS331.1	FERM_C	198	282	PF09380.9
EPB41_CCDS331.1	FERM_M	84	192	PF00373.17
EPB41_CCDS332.1	FERM_N	5	66	PF09379.9
EPB41_CCDS332.1	FA	290	333	PF08736.10
EPB41_CCDS332.1	4_1_CTD	530	637	PF05902.12
EPB41_CCDS332.1	SAB	444	492	PF04382.12
EPB41_CCDS332.1	FERM_C	198	282	PF09380.9
EPB41_CCDS332.1	FERM_M	84	192	PF00373.17
PTPRU_CCDS334.1	fn3	291	365	PF00041.20
PTPRU_CCDS334.1	fn3	494	577	PF00041.20
PTPRU_CCDS334.1	Y_phosphatase	917	1143	PF00102.26
PTPRU_CCDS334.1	Y_phosphatase	1203	1438	PF00102.26
PTPRU_CCDS334.1	MAM	27	187	PF00629.22
PTPRU_CCDS335.1	fn3	291	365	PF00041.20
PTPRU_CCDS335.1	fn3	494	577	PF00041.20
PTPRU_CCDS335.1	Y_phosphatase	907	1133	PF00102.26
PTPRU_CCDS335.1	Y_phosphatase	1193	1428	PF00102.26
PTPRU_CCDS335.1	MAM	27	187	PF00629.22
MATN1_CCDS336.1	Matrilin_ccoil	451	494	PF10393.8
MATN1_CCDS336.1	FXa_inhibition	227	262	PF14670.5
MATN1_CCDS336.1	VWA	41	213	PF00092.27
MATN1_CCDS336.1	VWA	275	443	PF00092.27
LAPTM5_CCDS337.1	Mtp	28	261	PF03821.15
PUM1_CCDS338.1	PUF	849	882	PF00806.18
PUM1_CCDS338.1	PUF	885	914	PF00806.18
PUM1_CCDS338.1	PUF	921	951	PF00806.18
PUM1_CCDS338.1	PUF	957	984	PF00806.18
PUM1_CCDS338.1	PUF	993	1026	PF00806.18
PUM1_CCDS338.1	PUF	1029	1061	PF00806.18
PUM1_CCDS338.1	PUF	1064	1093	PF00806.18
PUM1_CCDS338.1	PUF	1112	1139	PF00806.18
NKAIN1_CCDS339.2	NKAIN	1	206	PF05640.13
SNRNP40_CCDS340.1	WD40	59	94	PF00400.31
SNRNP40_CCDS340.1	WD40	103	137	PF00400.31
SNRNP40_CCDS340.1	WD40	143	180	PF00400.31
SNRNP40_CCDS340.1	WD40	196	221	PF00400.31
SNRNP40_CCDS340.1	WD40	226	263	PF00400.31
SNRNP40_CCDS340.1	WD40	272	313	PF00400.31
SNRNP40_CCDS340.1	WD40	319	351	PF00400.31
ZCCHC17_CCDS341.1	S1	17	85	PF00575.22
FABP3_CCDS342.1	Lipocalin	7	132	PF00061.22
TINAGL1_CCDS343.1	Peptidase_C1	203	453	PF00112.22
HCRTR1_CCDS344.1	7tm_1	63	358	PF00001.20
PEF1_CCDS345.1	EF-hand_6	186	212	PF13405.5
PEF1_CCDS345.1	EF-hand_7	120	179	PF13499.5
SPOCD1_CCDS347.1	TFIIS_M	609	717	PF07500.13
SPOCD1_CCDS347.1	SPOC	859	1016	PF07744.12
PTP4A2_CCDS348.1	Y_phosphatase	30	142	PF00102.26
KHDRBS1_CCDS350.1	Qua1	102	155	PF16274.4
KHDRBS1_CCDS350.1	Sam68-YY	366	415	PF16568.4
KHDRBS1_CCDS350.1	KH_1	158	213	PF00013.28
TMEM39B_CCDS351.2	Tmp39	49	478	PF10271.8
KPNA6_CCDS352.1	Arm	113	154	PF00514.22
KPNA6_CCDS352.1	Arm	157	195	PF00514.22
KPNA6_CCDS352.1	Arm	198	239	PF00514.22
KPNA6_CCDS352.1	Arm	251	280	PF00514.22
KPNA6_CCDS352.1	Arm	284	322	PF00514.22
KPNA6_CCDS352.1	Arm	328	365	PF00514.22
KPNA6_CCDS352.1	Arm	368	406	PF00514.22
KPNA6_CCDS352.1	Arm	410	449	PF00514.22
KPNA6_CCDS352.1	Arm_3	464	514	PF16186.4
KPNA6_CCDS352.1	IBB	13	102	PF01749.19
TXLNA_CCDS353.1	Taxilin	170	477	PF09728.8
CCDC28B_CCDS354.2	DUF4061	86	184	PF13270.5
TMEM234_CCDS356.2	TMEM234	11	126	PF10639.8
EIF3I_CCDS357.1	WD40	6	37	PF00400.31
EIF3I_CCDS357.1	WD40	43	80	PF00400.31
EIF3I_CCDS357.1	WD40	280	311	PF00400.31
FAM167B_CCDS358.2	FAM167	90	163	PF11652.7
LCK_CCDS359.1	Pkinase_Tyr	245	493	PF07714.16
LCK_CCDS359.1	SH3_1	67	112	PF00018.27
LCK_CCDS359.1	SH2	127	209	PF00017.23
HDAC1_CCDS360.1	Hist_deacetyl	28	317	PF00850.18
MARCKSL1_CCDS361.1	MARCKS	3	43	PF02063.16
MARCKSL1_CCDS361.1	MARCKS	56	193	PF02063.16
TSSK3_CCDS362.1	Pkinase	10	265	PF00069.24
BSDC1_CCDS363.2	BSD	146	202	PF03909.16
ZBTB8OS_CCDS365.1	Archease	43	179	PF01951.15
RBBP4_CCDS366.1	CAF1C_H4-bd	19	88	PF12265.7
RBBP4_CCDS366.1	WD40	173	206	PF00400.31
RBBP4_CCDS366.1	WD40	221	256	PF00400.31
RBBP4_CCDS366.1	WD40	264	302	PF00400.31
RBBP4_CCDS366.1	WD40	310	346	PF00400.31
RBBP4_CCDS366.1	WD40	367	402	PF00400.31
SYNC_CCDS367.2	Filament	175	456	PF00038.20
YARS_CCDS368.1	tRNA_bind	370	465	PF01588.19
YARS_CCDS368.1	tRNA-synt_1b	32	321	PF00579.24
FNDC5_CCDS369.2	fn3	35	117	PF00041.20
TMEM54_CCDS371.1	BCLP	18	198	PF12304.7
RNF19B_CCDS372.2	IBR	187	251	PF01485.20
RNF19B_CCDS372.2	IBR	283	326	PF01485.20
AK2_CCDS373.1	ADK_lid	142	177	PF05191.13
AK2_CCDS373.1	ADK	20	205	PF00406.21
AK2_CCDS374.1	ADK_lid	142	177	PF05191.13
AK2_CCDS374.1	ADK	20	205	PF00406.21
AZIN2_CCDS375.1	Orn_DAP_Arg_deC	212	388	PF00278.21
AZIN2_CCDS375.1	Orn_Arg_deC_N	47	281	PF02784.15
TRIM62_CCDS376.1	zf-C3HC4_4	11	53	PF15227.5
TRIM62_CCDS376.1	zf-B_box	91	126	PF00643.23
TRIM62_CCDS376.1	SPRY	351	456	PF00622.27
TRIM62_CCDS376.1	PRY	297	346	PF13765.5
ZNF362_CCDS377.1	zf-C2H2	227	249	PF00096.25
ZNF362_CCDS377.1	zf-C2H2	255	277	PF00096.25
ZNF362_CCDS377.1	zf-C2H2	283	305	PF00096.25
ZNF362_CCDS377.1	zf-C2H2	311	335	PF00096.25
ZNF362_CCDS377.1	zf-C2H2	341	363	PF00096.25
ZNF362_CCDS377.1	zf-C2H2	371	393	PF00096.25
PHC2_CCDS378.1	SAM_1	793	856	PF00536.29
PHC2_CCDS378.1	PHC2_SAM_assoc	670	789	PF16616.4
PHC2_CCDS379.1	SAM_1	258	321	PF00536.29
PHC2_CCDS379.1	PHC2_SAM_assoc	135	254	PF16616.4
CSMD2_CCDS380.1	Sushi	139	196	PF00084.19
CSMD2_CCDS380.1	Sushi	343	400	PF00084.19
CSMD2_CCDS380.1	Sushi	521	574	PF00084.19
CSMD2_CCDS380.1	Sushi	691	748	PF00084.19
CSMD2_CCDS380.1	Sushi	867	920	PF00084.19
CSMD2_CCDS380.1	Sushi	1039	1094	PF00084.19
CSMD2_CCDS380.1	Sushi	1211	1267	PF00084.19
CSMD2_CCDS380.1	Sushi	1385	1441	PF00084.19
CSMD2_CCDS380.1	Sushi	1558	1615	PF00084.19
CSMD2_CCDS380.1	Sushi	1735	1792	PF00084.19
CSMD2_CCDS380.1	Sushi	1909	1964	PF00084.19
CSMD2_CCDS380.1	Sushi	2123	2178	PF00084.19
CSMD2_CCDS380.1	Sushi	2294	2351	PF00084.19
CSMD2_CCDS380.1	Sushi	2468	2526	PF00084.19
CSMD2_CCDS380.1	Sushi	2531	2588	PF00084.19
CSMD2_CCDS380.1	Sushi	2593	2653	PF00084.19
CSMD2_CCDS380.1	Sushi	2658	2711	PF00084.19
CSMD2_CCDS380.1	Sushi	2716	2769	PF00084.19
CSMD2_CCDS380.1	Sushi	2774	2827	PF00084.19
CSMD2_CCDS380.1	Sushi	2835	2888	PF00084.19
CSMD2_CCDS380.1	Sushi	2893	2947	PF00084.19
CSMD2_CCDS380.1	Sushi	2952	3007	PF00084.19
CSMD2_CCDS380.1	Sushi	3012	3065	PF00084.19
CSMD2_CCDS380.1	Sushi	3070	3123	PF00084.19
CSMD2_CCDS380.1	Sushi	3131	3185	PF00084.19
CSMD2_CCDS380.1	Sushi	3190	3245	PF00084.19
CSMD2_CCDS380.1	CUB	26	131	PF00431.19
CSMD2_CCDS380.1	CUB	202	303	PF00431.19
CSMD2_CCDS380.1	CUB	405	513	PF00431.19
CSMD2_CCDS380.1	CUB	578	683	PF00431.19
CSMD2_CCDS380.1	CUB	752	857	PF00431.19
CSMD2_CCDS380.1	CUB	924	1031	PF00431.19
CSMD2_CCDS380.1	CUB	1098	1203	PF00431.19
CSMD2_CCDS380.1	CUB	1271	1377	PF00431.19
CSMD2_CCDS380.1	CUB	1445	1550	PF00431.19
CSMD2_CCDS380.1	CUB	1619	1724	PF00431.19
CSMD2_CCDS380.1	CUB	1796	1901	PF00431.19
CSMD2_CCDS380.1	CUB	1968	2073	PF00431.19
CSMD2_CCDS380.1	CUB	2182	2277	PF00431.19
CSMD2_CCDS380.1	CUB	2358	2463	PF00431.19
C1orf94_CCDS381.1	DUF4688	9	408	PF15752.4
GJB5_CCDS382.1	Connexin	2	209	PF00029.18
GJB4_CCDS383.1	Connexin	2	209	PF00029.18
GJB3_CCDS384.1	Connexin	2	210	PF00029.18
ZMYM6_CCDS387.2	zf-FCS	134	174	PF06467.13
ZMYM6_CCDS387.2	zf-FCS	427	462	PF06467.13
ZMYM6_CCDS387.2	zf-FCS	469	500	PF06467.13
SFPQ_CCDS388.1	RRM_1	299	363	PF00076.21
SFPQ_CCDS388.1	RRM_1	374	433	PF00076.21
SFPQ_CCDS388.1	NOPS	444	495	PF08075.10
ZMYM4_CCDS389.1	DUF3504	1356	1526	PF12012.7
ZMYM4_CCDS389.1	zf-FCS	337	373	PF06467.13
ZMYM4_CCDS389.1	zf-FCS	386	425	PF06467.13
ZMYM4_CCDS389.1	zf-FCS	482	521	PF06467.13
ZMYM4_CCDS389.1	zf-FCS	684	719	PF06467.13
ZMYM4_CCDS389.1	zf-FCS	725	760	PF06467.13
NCDN_CCDS392.1	Neurochondrin	31	637	PF05536.10
TFAP2E_CCDS393.2	TF_AP-2	218	411	PF03299.13
PSMB2_CCDS394.1	Proteasome	5	183	PF00227.25
C1orf216_CCDS395.1	DUF4653	1	228	PF15546.5
AGO4_CCDS397.1	ArgoN	26	155	PF16486.4
AGO4_CCDS397.1	ArgoMid	421	501	PF16487.4
AGO4_CCDS397.1	ArgoL2	364	412	PF16488.4
AGO4_CCDS397.1	PAZ	233	355	PF02170.21
AGO4_CCDS397.1	Piwi	509	819	PF02171.16
AGO4_CCDS397.1	ArgoL1	166	216	PF08699.9
AGO1_CCDS398.1	ArgoN	34	164	PF16486.4
AGO1_CCDS398.1	ArgoMid	427	508	PF16487.4
AGO1_CCDS398.1	ArgoL2	372	418	PF16488.4
AGO1_CCDS398.1	PAZ	238	363	PF02170.21
AGO1_CCDS398.1	Piwi	515	815	PF02171.16
AGO1_CCDS398.1	ArgoL1	174	224	PF08699.9
AGO3_CCDS399.1	ArgoN	28	167	PF16486.4
AGO3_CCDS399.1	ArgoMid	430	511	PF16487.4
AGO3_CCDS399.1	ArgoL2	375	421	PF16488.4
AGO3_CCDS399.1	PAZ	244	366	PF02170.21
AGO3_CCDS399.1	Piwi	518	818	PF02171.16
AGO3_CCDS399.1	ArgoL1	177	227	PF08699.9
AGO3_CCDS400.1	ArgoMid	196	277	PF16487.4
AGO3_CCDS400.1	ArgoL2	141	187	PF16488.4
AGO3_CCDS400.1	PAZ	13	132	PF02170.21
AGO3_CCDS400.1	Piwi	284	584	PF02171.16
TEKT2_CCDS401.1	Tektin	17	397	PF03148.13
ADPRHL2_CCDS402.1	ADP_ribosyl_GH	25	337	PF03747.13
COL8A2_CCDS403.1	C1q	576	700	PF00386.20
COL8A2_CCDS403.1	Collagen	123	168	PF01391.17
TRAPPC3_CCDS404.1	TRAPP	19	165	PF04051.15
THRAP3_CCDS405.1	THRAP3_BCLAF1	123	791	PF15440.5
EVA1B_CCDS406.1	FAM176	7	151	PF14851.5
STK40_CCDS407.1	Pkinase	81	326	PF00069.24
LSM10_CCDS408.1	LSM	20	83	PF01423.21
OSCP1_CCDS409.2	Oscp1	17	189	PF10188.8
OSCP1_CCDS410.1	Oscp1	17	178	PF10188.8
MRPS15_CCDS411.1	Ribosomal_S15	108	187	PF00312.21
CSF3R_CCDS412.1	fn3	532	607	PF00041.20
CSF3R_CCDS412.1	Lep_receptor_Ig	24	110	PF06328.10
CSF3R_CCDS413.1	fn3	532	607	PF00041.20
CSF3R_CCDS413.1	Lep_receptor_Ig	24	110	PF06328.10
CSF3R_CCDS414.1	fn3	532	607	PF00041.20
CSF3R_CCDS414.1	Lep_receptor_Ig	24	110	PF06328.10
GRIK3_CCDS416.1	Lig_chan	563	832	PF00060.25
GRIK3_CCDS416.1	Lig_chan-Glu_bd	435	548	PF10613.8
GRIK3_CCDS416.1	ANF_receptor	57	400	PF01094.27
ZC3H12A_CCDS417.1	RNase_Zc3h12a	135	290	PF11977.7
MEAF6_CCDS418.1	NuA4	18	96	PF09340.9
SNIP1_CCDS419.1	FHA	281	361	PF00498.25
DNALI1_CCDS420.1	Ax_dynein_light	88	273	PF10211.8
GNL2_CCDS421.1	MMR_HSR1	313	399	PF01926.22
GNL2_CCDS421.1	NGP1NT	43	174	PF08153.11
C1orf109_CCDS423.1	CK2S	13	174	PF15011.5
CDCA8_CCDS424.1	Nbl1_Borealin_N	20	75	PF10444.8
CDCA8_CCDS424.1	Borealin	163	274	PF10512.8
EPHA10_CCDS425.1	Ephrin_lbd	36	211	PF01404.18
MANEAL_CCDS426.1	Glyco_hydro_99	23	227	PF16317.4
C1orf122_CCDS427.2	DUF4726	10	110	PF15855.4
SF3A3_CCDS428.1	Telomere_Sde2_2	244	303	PF13297.5
SF3A3_CCDS428.1	SF3a60_bindingd	74	100	PF12108.7
SF3A3_CCDS428.1	SF3A3	129	206	PF16837.4
SF3A3_CCDS428.1	DUF3449	324	500	PF11931.7
UTP11L_CCDS429.1	Utp11	13	253	PF03998.12
RRAGC_CCDS430.1	Gtr1_RagA	63	289	PF04670.11
GJA9_CCDS432.1	Connexin	3	234	PF00029.18
NDUFS5_CCDS434.1	Ndufs5	1	96	PF10200.8
MACF1_CCDS435.1	Spectrin	1816	1890	PF00435.20
MACF1_CCDS435.1	Spectrin	1933	2041	PF00435.20
MACF1_CCDS435.1	Spectrin	2399	2507	PF00435.20
MACF1_CCDS435.1	Spectrin	2733	2837	PF00435.20
MACF1_CCDS435.1	Spectrin	2842	2945	PF00435.20
MACF1_CCDS435.1	Spectrin	3169	3274	PF00435.20
MACF1_CCDS435.1	Spectrin	3281	3383	PF00435.20
MACF1_CCDS435.1	Spectrin	3388	3491	PF00435.20
MACF1_CCDS435.1	Spectrin	3714	3818	PF00435.20
MACF1_CCDS435.1	Spectrin	3825	3927	PF00435.20
MACF1_CCDS435.1	Spectrin	4047	4152	PF00435.20
MACF1_CCDS435.1	Spectrin	4158	4261	PF00435.20
MACF1_CCDS435.1	Spectrin	4267	4370	PF00435.20
MACF1_CCDS435.1	Spectrin	4375	4481	PF00435.20
MACF1_CCDS435.1	Spectrin	4485	4589	PF00435.20
MACF1_CCDS435.1	Spectrin	4594	4700	PF00435.20
MACF1_CCDS435.1	Spectrin	4707	4808	PF00435.20
MACF1_CCDS435.1	Spectrin	4814	4916	PF00435.20
MACF1_CCDS435.1	EF-hand_7	5086	5147	PF13499.5
MACF1_CCDS435.1	GAS2	5164	5232	PF02187.16
MACF1_CCDS435.1	CH	79	181	PF00307.30
MACF1_CCDS435.1	CH	195	298	PF00307.30
BMP8A_CCDS437.1	TGFb_propeptide	33	251	PF00688.17
BMP8A_CCDS437.1	TGF_beta	300	401	PF00019.19
PABPC4_CCDS438.1	PABP	557	623	PF00658.17
PABPC4_CCDS438.1	RRM_1	13	83	PF00076.21
PABPC4_CCDS438.1	RRM_1	101	168	PF00076.21
PABPC4_CCDS438.1	RRM_1	193	260	PF00076.21
PABPC4_CCDS438.1	RRM_1	296	363	PF00076.21
HEYL_CCDS439.1	HLH	46	98	PF00010.25
HEYL_CCDS439.1	Hairy_orange	119	157	PF07527.12
NT5C1A_CCDS440.1	5-nucleotidase	81	352	PF06189.11
HPCAL4_CCDS441.1	EF-hand_7	98	175	PF13499.5
HPCAL4_CCDS441.1	EF-hand_1	66	90	PF00036.31
PPIE_CCDS442.1	Pro_isomerase	143	288	PF00160.20
PPIE_CCDS442.1	RRM_1	8	78	PF00076.21
PPIE_CCDS443.1	Pro_isomerase	143	298	PF00160.20
PPIE_CCDS443.1	RRM_1	8	78	PF00076.21
BMP8B_CCDS444.1	TGFb_propeptide	33	251	PF00688.17
BMP8B_CCDS444.1	TGF_beta	300	401	PF00019.19
OXCT2_CCDS445.1	CoA_trans	47	271	PF01144.22
OXCT2_CCDS445.1	CoA_trans	301	497	PF01144.22
MFSD2A_CCDS446.1	MFS_2	48	496	PF13347.5
PPT1_CCDS447.1	Palm_thioest	28	305	PF02089.14
RLF_CCDS448.1	zf-C2H2	671	696	PF00096.25
RLF_CCDS448.1	zf-C2H2	1172	1195	PF00096.25
ZMPSTE24_CCDS449.1	Peptidase_M48	228	473	PF01435.17
ZMPSTE24_CCDS449.1	Peptidase_M48_N	41	225	PF16491.4
COL9A2_CCDS450.1	Collagen	26	81	PF01391.17
COL9A2_CCDS450.1	Collagen	60	115	PF01391.17
COL9A2_CCDS450.1	Collagen	116	162	PF01391.17
COL9A2_CCDS450.1	Collagen	179	235	PF01391.17
COL9A2_CCDS450.1	Collagen	322	374	PF01391.17
COL9A2_CCDS450.1	Collagen	406	464	PF01391.17
COL9A2_CCDS450.1	Collagen	460	517	PF01391.17
COL9A2_CCDS450.1	Collagen	550	608	PF01391.17
COL9A2_CCDS450.1	Collagen	612	662	PF01391.17
SMAP2_CCDS451.1	ArfGap	15	126	PF01412.17
ZFP69B_CCDS452.2	zf-C2H2	279	301	PF00096.25
ZFP69B_CCDS452.2	zf-C2H2	307	329	PF00096.25
ZFP69B_CCDS452.2	zf-C2H2	335	357	PF00096.25
ZFP69B_CCDS452.2	zf-C2H2	363	385	PF00096.25
ZFP69B_CCDS452.2	zf-C2H2	391	413	PF00096.25
ZFP69B_CCDS452.2	zf-C2H2	419	441	PF00096.25
ZFP69B_CCDS452.2	zf-C2H2	447	469	PF00096.25
ZFP69B_CCDS452.2	zf-C2H2	475	497	PF00096.25
ZFP69B_CCDS452.2	SCAN	2	39	PF02023.16
ZFP69B_CCDS452.2	KRAB	73	114	PF01352.26
EXO5_CCDS453.1	Exo5	71	191	PF09810.8
EXO5_CCDS453.1	Exo5	285	355	PF09810.8
ZNF684_CCDS454.1	zf-C2H2	159	181	PF00096.25
ZNF684_CCDS454.1	zf-C2H2	187	209	PF00096.25
ZNF684_CCDS454.1	zf-C2H2	215	237	PF00096.25
ZNF684_CCDS454.1	zf-C2H2	243	265	PF00096.25
ZNF684_CCDS454.1	zf-C2H2	271	293	PF00096.25
ZNF684_CCDS454.1	zf-C2H2	299	321	PF00096.25
ZNF684_CCDS454.1	zf-C2H2	327	349	PF00096.25
ZNF684_CCDS454.1	zf-C2H2	355	377	PF00096.25
ZNF684_CCDS454.1	KRAB	7	48	PF01352.26
NFYC_CCDS455.1	CBFD_NFYB_HMF	41	105	PF00808.22
KCNQ4_CCDS456.1	KCNQ_channel	464	646	PF03520.13
KCNQ4_CCDS456.1	Ion_trans	100	324	PF00520.30
CITED4_CCDS458.1	CITED	123	184	PF04487.11
CTPS1_CCDS459.1	GATase	311	542	PF00117.27
CTPS1_CCDS459.1	CTP_synth_N	2	272	PF06418.13
SLFNL1_CCDS460.1	AlbA_2	221	353	PF04326.13
SCMH1_CCDS461.1	RBR	224	277	PF17208.2
